SID, PID ,SubClass,LotArea,LandContour,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,BsmtQual,BsmtCond,TotalBsmtSF,Heating,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,GrLivArea,GarageCars,GarageArea,YrSold,SaleType, SalePrice , living_area,total_area_,ratio_living_to_totalLivingToTotal,ratio_lot_to_living,prie_per_leaving_sf,price_per_total_sf
2046,"$904,101,070.00 ",50,18030,Bnk,AllPub,ClearCr,1Fam,1.5Fin,5,6,1946,1994,TA,TA,1598,GasA,Y,SBrkr,1636,971,3086,0,0,2007,WD ,"200,500","2,607","4,205",0.619976219,6.92,$76.91 ,$47.68 
2048,"$904,302,010.00 ",190,4484,Lvl,AllPub,SWISU,2fmCon,1.5Fin,5,6,1942,1979,TA,TA,672,GasA,N,SBrkr,778,504,1282,1,240,2007,WD ,"108,500","1,282","1,954",0.656090072,3.5,$84.63 ,$55.53 
2049,"$905,100,060.00 ",190,11235,Lvl,AllPub,Sawyer,2fmCon,SFoyer,5,5,1963,1963,Gd,TA,925,GasA,Y,SBrkr,999,0,999,1,308,2007,WD ,"130,000",999,"1,924",0.519230769,11.25,$130.13 ,$67.57 
2050,"$905,100,080.00 ",85,11235,Lvl,AllPub,Sawyer,1Fam,SFoyer,5,5,1964,1980,Gd,TA,1420,GasA,Y,SBrkr,1452,0,1452,2,572,2007,WD ,"158,450","1,452","2,872",0.505571031,7.74,$109.13 ,$55.17 
2051,"$905,101,070.00 ",20,14299,Lvl,AllPub,Sawyer,1Fam,1Story,4,3,1964,1964,TA,TA,1005,GasA,Y,SBrkr,1005,0,1005,2,440,2007,WD ,"115,400","1,005","2,010",0.5,14.23,$114.83 ,$57.41 
2052,"$905,101,200.00 ",20,7943,Lvl,AllPub,Sawyer,1Fam,1Story,4,5,1961,1961,TA,TA,1029,GasA,Y,SBrkr,1029,0,1029,1,261,2007,WD ,"118,500","1,029","2,058",0.5,7.72,$115.16 ,$57.58 
2053,"$905,102,010.00 ",80,14149,Lvl,AllPub,Sawyer,1Fam,SLvl,5,8,1964,2001,TA,TA,980,GasA,Y,SBrkr,1020,0,1020,2,528,2007,WD ,"165,000","1,020","2,000",0.51,13.87,$161.76 ,$82.50 
2054,"$905,103,110.00 ",20,11677,Lvl,AllPub,Sawyer,1Fam,1Story,5,4,1966,1966,TA,TA,1040,GasA,Y,SBrkr,1040,0,1040,1,264,2007,WD ,"123,000","1,040","2,080",0.5,11.23,$118.27 ,$59.13 
2055,"$905,104,030.00 ",85,8400,Lvl,AllPub,Sawyer,1Fam,SFoyer,6,5,1966,1966,TA,TA,814,GasA,Y,SBrkr,913,0,913,1,240,2007,WD ,"129,000",913,"1,727",0.52866242,9.2,$141.29 ,$74.70 
2056,"$905,104,090.00 ",20,7094,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1966,1966,TA,TA,894,GasA,Y,SBrkr,894,0,894,1,384,2007,WD ,"125,000",894,"1,788",0.5,7.94,$139.82 ,$69.91 
2058,"$905,104,240.00 ",190,8425,Lvl,AllPub,Sawyer,2fmCon,1Story,5,6,1971,1990,Gd,TA,768,GasA,Y,SBrkr,868,0,868,2,576,2007,WD ,"119,900",868,"1,636",0.530562347,9.71,$138.13 ,$73.29 
2059,"$905,105,040.00 ",20,8665,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1968,1968,TA,TA,876,GasA,Y,SBrkr,897,0,897,1,264,2007,WD ,"115,000",897,"1,773",0.505922166,9.66,$128.21 ,$64.86 
2060,"$905,105,170.00 ",20,8398,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1967,1967,TA,TA,943,GasA,Y,SBrkr,943,0,943,2,528,2007,WD ,"134,500",943,"1,886",0.5,8.91,$142.63 ,$71.31 
2061,"$905,105,260.00 ",20,7742,Lvl,AllPub,Sawyer,1Fam,1Story,5,7,1966,1966,TA,TA,955,GasA,Y,SBrkr,955,0,955,1,386,2007,WD ,"127,000",955,"1,910",0.5,8.11,$132.98 ,$66.49 
2062,"$905,106,150.00 ",20,8724,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1968,1968,Gd,TA,894,GasA,Y,SBrkr,894,0,894,2,450,2007,WD ,"129,000",894,"1,788",0.5,9.76,$144.30 ,$72.15 
2063,"$905,107,140.00 ",20,8197,Lvl,AllPub,Sawyer,1Fam,1Story,6,5,1977,1977,TA,TA,660,GasA,Y,SBrkr,1285,0,1285,2,528,2007,WD ,"143,500","1,285","1,945",0.66066838,6.38,$111.67 ,$73.78 
2064,"$905,200,010.00 ",20,8169,Lvl,AllPub,Sawyer,1Fam,1Story,5,7,1966,1966,TA,TA,912,GasA,Y,SBrkr,912,0,912,1,315,2007,WD ,"129,000",912,"1,824",0.5,8.96,$141.45 ,$70.72 
2065,"$905,201,080.00 ",20,14175,Bnk,AllPub,Sawyer,1Fam,1Story,5,5,1956,1998,TA,TA,1240,GasA,Y,SBrkr,1375,0,1375,1,323,2007,WD ,"187,000","1,375","2,615",0.52581262,10.31,$136.00 ,$71.51 
2066,"$905,225,020.00 ",60,16779,Lvl,AllPub,Sawyer,1Fam,2Story,5,4,1920,1996,Gd,TA,671,GasA,Y,SBrkr,1567,1087,2654,2,638,2007,WD ,"158,000","2,654","3,325",0.798195489,6.32,$59.53 ,$47.52 
2067,"$905,226,050.00 ",30,25339,Lvl,AllPub,Sawyer,1Fam,1Story,5,7,1918,2007,TA,TA,816,GasA,Y,SBrkr,1416,0,1416,2,576,2007,WD ,"112,000","1,416","2,232",0.634408602,17.89,$79.10 ,$50.18 
2068,"$905,226,080.00 ",50,6960,Lvl,AllPub,Sawyer,1Fam,1.5Fin,7,8,1940,1998,TA,TA,680,GasA,Y,FuseA,798,504,1302,1,224,2007,WD ,"165,250","1,302","1,982",0.65691221,5.35,$126.92 ,$83.38 
2069,"$905,226,130.00 ",20,11375,Lvl,AllPub,Sawyer,1Fam,1Story,6,5,1954,1995,TA,TA,967,GasA,Y,SBrkr,1299,0,1299,2,494,2007,WD ,"150,000","1,299","2,266",0.57325684,8.76,$115.47 ,$66.20 
2070,"$905,226,170.00 ",20,13770,Lvl,AllPub,Sawyer,1Fam,1Story,5,6,1958,1998,TA,TA,1158,GasA,Y,SBrkr,1176,0,1176,1,303,2007,VWD,"137,000","1,176","2,334",0.503856041,11.71,$116.50 ,$58.70 
2071,"$905,228,020.00 ",20,9000,Lvl,AllPub,Sawyer,1Fam,1Story,4,7,1945,1950,NA,NA,0,GasA,N,FuseA,998,0,998,2,460,2007,WD ,"89,500",998,998,1,9.02,$89.68 ,$89.68 
2072,"$905,301,050.00 ",20,115149,Low,AllPub,ClearCr,1Fam,1Story,7,5,1971,2002,Gd,TA,1643,GasA,Y,SBrkr,1824,0,1824,2,739,2007,WD ,"302,000","1,824","3,467",0.526103259,63.13,$165.57 ,$87.11 
2073,"$905,352,010.00 ",20,11075,Lvl,AllPub,ClearCr,1Fam,1Story,6,5,1984,1984,Gd,TA,1190,GasA,Y,SBrkr,1522,0,1522,2,552,2007,WD ,"182,000","1,522","2,712",0.56120944,7.28,$119.58 ,$67.11 
2074,"$905,352,180.00 ",60,10029,Lvl,AllPub,ClearCr,1Fam,2Story,6,5,1988,1989,Gd,TA,1151,GasA,Y,SBrkr,1164,896,2060,2,521,2007,WD ,"211,000","2,060","3,211",0.64154469,4.87,$102.43 ,$65.71 
2075,"$905,376,090.00 ",20,17541,Lvl,AllPub,Edwards,1Fam,1Story,5,7,1948,2005,TA,Gd,409,GasA,Y,SBrkr,1325,0,1325,2,576,2007,WD ,"216,000","1,325","1,734",0.764129181,13.24,$163.02 ,$124.57 
2076,"$905,377,020.00 ",20,22692,Lvl,AllPub,Edwards,1Fam,1Story,5,5,1953,1953,TA,TA,1073,GasA,Y,SBrkr,1630,0,1630,2,649,2007,COD,"130,000","1,630","2,703",0.603033666,13.92,$79.75 ,$48.09 
2077,"$905,377,050.00 ",20,17808,Lvl,AllPub,Edwards,1Fam,1Story,4,5,1946,1950,TA,TA,484,GasA,N,SBrkr,1242,0,1242,1,336,2007,WD ,"109,900","1,242","1,726",0.719582851,14.34,$88.49 ,$63.67 
2078,"$905,401,020.00 ",20,12671,Lvl,AllPub,ClearCr,1Fam,1Story,6,7,1954,1994,Gd,Fa,1288,GasA,Y,SBrkr,2422,0,2422,2,527,2007,WD ,"255,000","2,422","3,710",0.652830189,5.23,$105.28 ,$68.73 
2079,"$905,426,010.00 ",20,12615,Lvl,AllPub,Edwards,1Fam,1Story,6,7,1950,2001,TA,Gd,1202,GasA,Y,SBrkr,2158,0,2158,2,576,2007,WD ,"243,000","2,158","3,360",0.642261905,5.85,$112.60 ,$72.32 
2080,"$905,451,390.00 ",50,10512,Lvl,AllPub,Edwards,1Fam,1.5Fin,6,6,1954,1954,TA,TA,988,GasA,Y,SBrkr,988,638,1626,1,332,2007,WD ,"154,000","1,626","2,614",0.622035195,6.46,$94.71 ,$58.91 
2081,"$905,475,270.00 ",20,5400,HLS,AllPub,SWISU,1Fam,1Story,5,5,1958,1958,TA,TA,864,GasA,Y,SBrkr,864,0,864,1,399,2007,WD ,"118,000",864,"1,728",0.5,6.25,$136.57 ,$68.29 
2082,"$905,475,520.00 ",30,11515,Lvl,AllPub,Edwards,1Fam,1Story,4,5,1958,1994,NA,NA,0,GasA,N,SBrkr,943,0,943,1,308,2007,WD ,"80,000",943,943,1,12.21,$84.84 ,$84.84 
2084,"$905,476,170.00 ",30,9098,Lvl,AllPub,Edwards,1Fam,1Story,4,7,1920,2002,TA,TA,528,GasA,Y,SBrkr,605,0,605,0,0,2007,WD ,"86,000",605,"1,133",0.533980583,15.04,$142.15 ,$75.90 
2085,"$905,476,225.00 ",120,3869,Lvl,AllPub,Edwards,TwnhsE,1Story,5,6,1984,1984,TA,TA,1038,GasA,Y,SBrkr,1038,0,1038,1,264,2007,WD ,"130,000","1,038","2,076",0.5,3.73,$125.24 ,$62.62 
2086,"$905,478,140.00 ",20,9280,Lvl,AllPub,Edwards,1Fam,1Story,5,6,1951,1951,Fa,TA,1342,GasA,Y,SBrkr,1342,0,1342,1,256,2007,WD ,"125,000","1,342","2,684",0.5,6.92,$93.14 ,$46.57 
2087,"$905,478,220.00 ",50,11100,Lvl,AllPub,Edwards,1Fam,1.5Fin,5,6,1951,1994,TA,TA,1080,GasA,N,SBrkr,1080,400,1480,1,253,2007,WD ,"136,500","1,480","2,560",0.578125,7.5,$92.23 ,$53.32 
2088,"$905,480,090.00 ",50,7550,Lvl,AllPub,Edwards,1Fam,1.5Fin,4,5,1920,1950,TA,Fa,951,GasW,N,SBrkr,986,376,1362,1,280,2007,WD ,"96,000","1,362","2,313",0.588845655,5.54,$70.48 ,$41.50 
2089,"$905,480,180.00 ",20,9060,Lvl,AllPub,Edwards,1Fam,1Story,5,6,1957,2006,NA,NA,0,GasA,Y,SBrkr,1340,0,1340,1,252,2007,WD ,"120,000","1,340","1,340",1,6.76,$89.55 ,$89.55 
2090,"$906,200,230.00 ",50,23920,Lvl,AllPub,SawyerW,1Fam,1.5Fin,6,5,1984,1984,TA,TA,1105,GasA,Y,SBrkr,1105,717,1822,2,515,2007,WD ,"228,500","1,822","2,927",0.622480355,13.13,$125.41 ,$78.07 
2091,"$906,201,022.00 ",20,10357,Lvl,AllPub,SawyerW,1Fam,1Story,7,5,1990,1991,Gd,TA,910,GasA,Y,SBrkr,1442,0,1442,2,719,2007,WD ,"179,900","1,442","2,352",0.613095238,7.18,$124.76 ,$76.49 
2092,"$906,201,023.00 ",60,13474,Lvl,AllPub,SawyerW,1Fam,2Story,7,5,1990,1991,Gd,TA,700,GasA,Y,SBrkr,1122,1121,2243,3,746,2007,WD ,"225,000","2,243","2,943",0.762147469,6.01,$100.31 ,$76.45 
2093,"$906,201,200.00 ",60,10380,Lvl,AllPub,SawyerW,1Fam,2Story,7,5,1986,1987,TA,TA,1502,GasA,Y,SBrkr,1553,1177,2730,2,576,2007,WD ,"301,000","2,730","4,232",0.645085066,3.8,$110.26 ,$71.12 
2094,"$906,203,140.00 ",60,13125,Lvl,AllPub,SawyerW,1Fam,2Story,7,5,1991,1991,Ex,TA,1104,GasA,Y,SBrkr,912,1215,2127,3,833,2007,WD ,"238,000","2,127","3,231",0.658310121,6.17,$111.89 ,$73.66 
2095,"$906,204,140.00 ",60,11287,Lvl,AllPub,SawyerW,1Fam,2Story,7,6,1989,1989,Gd,TA,807,GasA,Y,SBrkr,1175,807,1982,2,575,2007,WD ,"228,500","1,982","2,789",0.710648978,5.69,$115.29 ,$81.93 
2096,"$906,223,040.00 ",60,9317,Lvl,AllPub,SawyerW,1Fam,2Story,7,5,1994,2001,Gd,Gd,779,GasA,Y,SBrkr,1029,929,1958,2,499,2007,CWD,"220,000","1,958","2,737",0.715381805,4.76,$112.36 ,$80.38 
2107,"$906,380,160.00 ",20,8556,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2006,2006,Gd,TA,1240,GasA,Y,SBrkr,1240,0,1240,3,826,2007,WD ,"194,000","1,240","2,480",0.5,6.9,$156.45 ,$78.23 
2109,"$906,382,020.00 ",20,11750,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2005,2006,Gd,TA,1546,GasA,Y,SBrkr,1546,0,1546,3,796,2007,WD ,"217,000","1,546","3,092",0.5,7.6,$140.36 ,$70.18 
2110,"$906,382,060.00 ",20,8760,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2006,2006,Gd,TA,1489,GasA,Y,SBrkr,1500,0,1500,2,674,2007,WD ,"212,999","1,500","2,989",0.50184008,5.84,$142.00 ,$71.26 
2111,"$906,392,080.00 ",20,7242,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2005,2006,Gd,TA,1270,GasA,Y,SBrkr,1270,0,1270,2,524,2007,WD ,"175,900","1,270","2,540",0.5,5.7,$138.50 ,$69.25 
2112,"$906,394,020.00 ",60,9316,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2005,2006,Gd,TA,879,GasA,Y,SBrkr,879,916,1795,2,578,2007,WD ,"191,000","1,795","2,674",0.671278983,5.19,$106.41 ,$71.43 
2113,"$906,394,050.00 ",20,9317,Lvl,AllPub,CollgCr,1Fam,1Story,6,5,2006,2006,Gd,TA,1314,GasA,Y,SBrkr,1314,0,1314,2,440,2007,WD ,"176,432","1,314","2,628",0.5,7.09,$134.27 ,$67.14 
2114,"$906,402,070.00 ",60,14364,Low,AllPub,SawyerW,1Fam,2Story,7,5,1988,1989,Gd,TA,1157,GasA,Y,SBrkr,1180,882,2062,2,454,2007,WD ,"277,000","2,062","3,219",0.640571606,6.97,$134.34 ,$86.05 
2115,"$906,403,060.00 ",60,8883,Lvl,AllPub,SawyerW,1Fam,2Story,7,5,1988,1988,Gd,TA,929,GasA,Y,SBrkr,946,927,1873,2,619,2007,WD ,"207,000","1,873","2,802",0.668451106,4.74,$110.52 ,$73.88 
2116,"$906,426,060.00 ",50,159000,Low,AllPub,ClearCr,1Fam,1.5Fin,6,7,1958,2006,Gd,TA,1444,GasA,Y,SBrkr,1444,700,2144,2,389,2007,WD ,"277,000","2,144","3,588",0.59754738,74.16,$129.20 ,$77.20 
2117,"$906,426,195.00 ",60,53107,Low,AllPub,ClearCr,1Fam,2Story,6,5,1992,1992,Gd,TA,1580,GasA,Y,SBrkr,1079,874,1953,2,501,2007,WD ,"240,000","1,953","3,533",0.552787999,27.19,$122.89 ,$67.93 
2118,"$906,475,110.00 ",60,12205,Low,AllPub,ClearCr,1Fam,2Story,6,8,1966,2007,TA,Fa,832,GasA,Y,SBrkr,976,1111,2087,2,444,2007,WD ,"187,500","2,087","2,919",0.71497088,5.85,$89.84 ,$64.23 
2119,"$906,475,170.00 ",20,20064,Low,AllPub,ClearCr,1Fam,1Story,8,6,1976,1976,Gd,Gd,966,GasA,Y,SBrkr,1743,0,1743,2,529,2007,WD ,"279,000","1,743","2,709",0.643410853,11.51,$160.07 ,$102.99 
2120,"$907,125,040.00 ",20,14217,Lvl,AllPub,CollgCr,1Fam,1Story,5,5,1994,1994,Gd,TA,1022,GasA,Y,SBrkr,1022,0,1022,2,747,2007,WD ,"139,500","1,022","2,044",0.5,13.91,$136.50 ,$68.25 
2121,"$907,125,120.00 ",20,8775,Lvl,AllPub,CollgCr,1Fam,1Story,5,5,1994,1994,Gd,TA,990,GasA,Y,SBrkr,990,0,990,1,299,2007,WD ,"126,000",990,"1,980",0.5,8.86,$127.27 ,$63.64 
2122,"$907,130,060.00 ",20,11249,Lvl,AllPub,CollgCr,1Fam,1Story,6,5,1995,1995,Gd,Gd,1200,GasA,Y,SBrkr,1200,0,1200,2,521,2007,WD ,"177,500","1,200","2,400",0.5,9.37,$147.92 ,$73.96 
2123,"$907,131,060.00 ",60,10021,Lvl,AllPub,CollgCr,1Fam,2Story,6,6,1997,2006,Gd,TA,635,GasA,Y,SBrkr,646,662,1308,2,497,2007,WD ,"175,000","1,308","1,943",0.673185795,7.66,$133.79 ,$90.07 
2124,"$907,131,120.00 ",60,9531,Lvl,AllPub,CollgCr,1Fam,2Story,6,5,1998,1998,Gd,TA,794,GasA,Y,SBrkr,882,914,1796,2,546,2007,WD ,"211,000","1,796","2,590",0.693436293,5.31,$117.48 ,$81.47 
2125,"$907,135,050.00 ",20,8428,Lvl,AllPub,CollgCr,1Fam,1Story,5,7,1994,1994,Gd,Gd,990,GasA,Y,SBrkr,990,0,990,1,384,2007,WD ,"146,000",990,"1,980",0.5,8.51,$147.47 ,$73.74 
2126,"$907,135,080.00 ",20,16561,Low,AllPub,CollgCr,1Fam,1Story,5,5,1996,1996,Gd,TA,1097,GasA,Y,SBrkr,1097,0,1097,1,242,2007,WD ,"147,900","1,097","2,194",0.5,15.1,$134.82 ,$67.41 
2127,"$907,135,180.00 ",20,8070,Lvl,AllPub,CollgCr,1Fam,1Story,4,5,1994,1995,Gd,TA,990,GasA,Y,SBrkr,990,0,990,0,0,2007,WD ,"123,600",990,"1,980",0.5,8.15,$124.85 ,$62.42 
2128,"$907,180,040.00 ",60,9337,Lvl,AllPub,CollgCr,1Fam,2Story,6,5,1997,1997,Gd,TA,824,GasA,Y,SBrkr,905,881,1786,2,684,2007,WD ,"204,750","1,786","2,610",0.684291188,5.23,$114.64 ,$78.45 
2129,"$907,187,040.00 ",60,10820,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1999,1999,Gd,TA,988,GasA,Y,SBrkr,988,885,1873,2,597,2007,WD ,"235,500","1,873","2,861",0.654666201,5.78,$125.73 ,$82.31 
2130,"$907,187,060.00 ",60,12352,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1998,1999,Gd,TA,853,GasA,Y,SBrkr,853,900,1753,2,534,2007,WD ,"217,000","1,753","2,606",0.672678434,7.05,$123.79 ,$83.27 
2131,"$907,192,020.00 ",60,9543,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2001,2001,Gd,TA,845,GasA,Y,SBrkr,845,845,1690,2,517,2007,WD ,"190,550","1,690","2,535",0.666666667,5.65,$112.75 ,$75.17 
2132,"$907,192,040.00 ",60,8826,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2000,2000,Gd,TA,985,GasA,Y,SBrkr,985,857,1842,2,486,2007,WD ,"217,500","1,842","2,827",0.651574107,4.79,$118.08 ,$76.94 
2133,"$907,192,120.00 ",20,10665,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2003,2003,Gd,TA,1453,GasA,Y,SBrkr,1479,0,1479,2,558,2007,WD ,"226,000","1,479","2,932",0.504433834,7.21,$152.81 ,$77.08 
2134,"$907,192,150.00 ",60,11317,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2003,2003,Gd,TA,840,GasA,Y,SBrkr,840,828,1668,2,500,2007,WD ,"180,000","1,668","2,508",0.66507177,6.78,$107.91 ,$71.77 
2136,"$907,200,190.00 ",80,8660,Lvl,AllPub,CollgCr,1Fam,SLvl,5,5,1976,1976,Gd,TA,1015,GasA,Y,SBrkr,1025,0,1025,2,370,2007,WD ,"153,500","1,025","2,040",0.50245098,8.45,$149.76 ,$75.25 
2137,"$907,200,250.00 ",80,9720,Lvl,AllPub,CollgCr,1Fam,SLvl,5,7,1977,1977,TA,Ex,995,GasA,Y,SBrkr,1009,0,1009,2,576,2007,WD ,"160,000","1,009","2,004",0.503493014,9.63,$158.57 ,$79.84 
2138,"$907,200,270.00 ",20,8982,Lvl,AllPub,CollgCr,1Fam,1Story,5,5,1977,1977,Gd,TA,1040,GasA,Y,SBrkr,1040,0,1040,2,748,2007,WD ,"134,900","1,040","2,080",0.5,8.64,$129.71 ,$64.86 
2139,"$907,202,100.00 ",20,16300,Lvl,AllPub,CollgCr,1Fam,1Story,5,4,1977,1977,Gd,TA,876,GasA,Y,SBrkr,907,0,907,1,308,2007,WD ,"130,000",907,"1,783",0.508693214,17.97,$143.33 ,$72.91 
2140,"$907,202,220.00 ",20,9675,Lvl,AllPub,CollgCr,1Fam,1Story,5,6,1975,1975,TA,TA,864,GasA,Y,SBrkr,879,0,879,2,440,2007,Con,"120,000",879,"1,743",0.504302926,11.01,$136.52 ,$68.85 
2141,"$907,203,060.00 ",20,7700,Lvl,AllPub,CollgCr,1Fam,1Story,5,5,1972,1972,TA,TA,882,GasA,Y,SBrkr,882,0,882,2,461,2007,WD ,"112,500",882,"1,764",0.5,8.73,$127.55 ,$63.78 
2142,"$907,203,110.00 ",20,10356,Lvl,AllPub,CollgCr,1Fam,1Story,5,6,1975,1975,TA,TA,969,GasA,Y,SBrkr,969,0,969,2,440,2007,WD ,"122,000",969,"1,938",0.5,10.69,$125.90 ,$62.95 
2143,"$907,227,060.00 ",20,7200,Lvl,AllPub,CollgCr,1Fam,1Story,5,5,1972,2000,TA,TA,864,GasA,Y,SBrkr,864,0,864,2,576,2007,WD ,"127,000",864,"1,728",0.5,8.33,$146.99 ,$73.50 
2144,"$907,227,100.00 ",20,7200,Lvl,AllPub,CollgCr,1Fam,1Story,4,8,1972,2006,TA,TA,385,GasA,Y,SBrkr,875,0,875,2,728,2007,WD ,"117,000",875,"1,260",0.694444444,8.23,$133.71 ,$92.86 
2145,"$907,250,050.00 ",20,10386,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2004,2005,Gd,TA,2000,GasA,Y,SBrkr,2000,0,2000,3,888,2007,WD ,"305,900","2,000","4,000",0.5,5.19,$152.95 ,$76.48 
2146,"$907,252,020.00 ",60,9375,Lvl,AllPub,CollgCr,1Fam,2Story,8,5,2002,2002,Gd,TA,1284,GasA,Y,SBrkr,1284,885,2169,2,647,2007,WD ,"228,500","2,169","3,453",0.628149435,4.32,$105.35 ,$66.17 
2147,"$907,252,190.00 ",20,11354,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2000,2000,TA,TA,1673,GasA,Y,SBrkr,1673,0,1673,2,583,2007,WD ,"270,000","1,673","3,346",0.5,6.79,$161.39 ,$80.69 
2148,"$907,260,040.00 ",20,8749,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2002,2002,Gd,TA,1459,GasA,Y,SBrkr,1459,0,1459,2,527,2007,WD ,"192,000","1,459","2,918",0.5,6,$131.60 ,$65.80 
2149,"$907,260,050.00 ",60,8749,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2003,2003,Gd,TA,979,GasA,Y,SBrkr,992,940,1932,2,610,2007,WD ,"213,000","1,932","2,911",0.663689454,4.53,$110.25 ,$73.17 
2150,"$907,262,020.00 ",60,8158,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2002,2002,Gd,TA,860,GasA,Y,SBrkr,860,869,1729,2,542,2007,WD ,"200,000","1,729","2,589",0.667825415,4.72,$115.67 ,$77.25 
2151,"$907,270,040.00 ",60,16226,Lvl,AllPub,CollgCr,1Fam,2Story,8,5,1998,1999,Gd,TA,1028,GasA,Y,SBrkr,1210,1242,2452,2,683,2007,WD ,"267,000","2,452","3,480",0.704597701,6.62,$108.89 ,$76.72 
2152,"$907,275,080.00 ",20,11927,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,1994,1995,Gd,TA,1556,GasA,Y,SBrkr,1592,0,1592,2,484,2007,WD ,"228,000","1,592","3,148",0.505717916,7.49,$143.22 ,$72.43 
2153,"$907,275,150.00 ",60,12728,Lvl,AllPub,CollgCr,1Fam,2Story,8,5,2001,2001,Gd,TA,1531,GasA,Y,SBrkr,1531,908,2439,2,560,2007,WD ,"275,000","2,439","3,970",0.614357683,5.22,$112.75 ,$69.27 
2154,"$907,280,090.00 ",60,15295,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1996,2002,Gd,TA,860,GasA,Y,SBrkr,1212,780,1992,2,608,2007,WD ,"211,000","1,992","2,852",0.698457223,7.68,$105.92 ,$73.98 
2155,"$907,280,100.00 ",20,11248,Lvl,AllPub,CollgCr,1Fam,1Story,9,5,2002,2002,Gd,TA,1626,GasA,Y,SBrkr,1668,0,1668,3,702,2007,WD ,"285,000","1,668","3,294",0.506375228,6.74,$170.86 ,$86.52 
2156,"$907,285,040.00 ",60,10000,Lvl,AllPub,CollgCr,1Fam,2Story,8,5,1995,1996,Gd,TA,1220,GasA,Y,SBrkr,1220,870,2090,2,556,2007,WD ,"240,000","2,090","3,310",0.63141994,4.78,$114.83 ,$72.51 
2158,"$907,295,040.00 ",20,17227,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,1999,2000,Gd,TA,1341,GasA,Y,SBrkr,1341,0,1341,2,482,2007,WD ,"246,900","1,341","2,682",0.5,12.85,$184.12 ,$92.06 
2159,"$907,401,060.00 ",60,8200,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2003,2004,Gd,TA,847,GasA,Y,SBrkr,847,1081,1928,2,434,2007,WD ,"219,500","1,928","2,775",0.694774775,4.25,$113.85 ,$79.10 
2160,"$907,405,130.00 ",20,8450,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2003,2003,Gd,TA,1337,GasA,Y,SBrkr,1337,0,1337,2,531,2007,WD ,"185,000","1,337","2,674",0.5,6.32,$138.37 ,$69.18 
2162,"$907,410,050.00 ",60,9245,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2006,2006,Gd,TA,939,GasA,Y,SBrkr,939,858,1797,2,639,2007,WD ,"213,500","1,797","2,736",0.656798246,5.14,$118.81 ,$78.03 
2163,"$907,414,060.00 ",20,8500,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2004,2004,Gd,TA,1422,GasA,Y,SBrkr,1422,0,1422,2,626,2007,WD ,"179,600","1,422","2,844",0.5,5.98,$126.30 ,$63.15 
2164,"$907,414,070.00 ",20,8769,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2005,2005,Gd,TA,1169,GasA,Y,SBrkr,1190,0,1190,2,578,2007,WD ,"173,500","1,190","2,359",0.504451039,7.37,$145.80 ,$73.55 
2166,"$907,420,060.00 ",60,8333,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2006,2006,Gd,TA,738,GasA,Y,SBrkr,738,753,1491,2,484,2007,WD ,"168,675","1,491","2,229",0.668909825,5.59,$113.13 ,$75.67 
2167,"$907,420,110.00 ",60,9045,Lvl,AllPub,CollgCr,1Fam,2Story,5,5,2005,2005,Gd,TA,768,GasA,Y,SBrkr,768,768,1536,2,400,2007,WD ,"167,000","1,536","2,304",0.666666667,5.89,$108.72 ,$72.48 
2168,"$908,102,100.00 ",20,9170,Lvl,AllPub,Edwards,1Fam,1Story,5,7,1965,1965,TA,TA,1214,GasA,Y,SBrkr,1214,0,1214,2,461,2007,WD ,"140,000","1,214","2,428",0.5,7.55,$115.32 ,$57.66 
